"20_CAM_01" "20_CAM_02" "20_CAM_03" "20_CAM_04" "20_CAM_05" "21_CAM_01" "21_CAM_02" "21_CAM_03" "21_CAM_04" "21_CAM_05" "21_CAM_06" "21_CAM_07" "21_CAM_08" "21_CAM_09" "21_CAM_10" "21_CAM_11" "21_CAM_12" "21_CAM_13" "21_CAM_16" "21_CAM_17" "21_CAM_18" "22_CAM_01" "22_CAM_02" "22_CAM_03" "22_CAM_04" "22_CAM_05" "22_CAM_06" "22_CAM_07" "22_CAM_08" "22_CAM_09" "22_CAM_10" "22_CAM_11" "22_CAM_12" "22_CAM_13" "22_CAM_14" "22_CAM_15" "22_CAM_16" "22_CAM_17" "22_CAM_18" "22_CAM_19" "22_CAM_20" "22_CAM_21"
"Hymenoscyphus_brevicellulus" 0 0 0 0 0 6 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115 0 0 0 0 0 0 0 0 0 0 0 0
"Hymenoscyphus_qinghaiensis" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Hymenoscyphus_scutula" 0 0 0 0 295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Hyperphyscia_adglutinata" 0 0 0 0 0 1 3 3 1 0 1 0 22 25 0 0 1 0 0 0 0 0 1 0 1 5 0 1 1 1 0 0 6 2 0 0 0 0 0 0 0 0
"Hyphodermella_rosae" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Hyphodiscus_stereicola" 0 0 0 0 0 50 114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Hypogymnia_physodes" 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Hypoxylon_ferrugineum" 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Hysterium_pulicare" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Hysterobrevium_constrictum" 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
"Hyweljonesia_queenslandica" 0 0 0 121 5 0 0 0 0 0 0 0 0 0 0 0 47 43 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Immersiella_caudata" 5 21 20 660 883 21 68 38 1 5 141 9 246 270 1 18 0 0 25 0 0 28 1685 224 67 246 604 342 4 135 11 39 3 3 1 0 0 0 0 65 30 85
"Incrucipulum_ciliare" 0 0 0 107 23 0 0 0 0 0 0 0 0 0 0 0 120 97 0 0 0 0 0 20 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Incrucipulum_pseudosulphurellum" 0 0 0 339 211 0 0 0 0 0 0 0 1 0 0 0 2793 1778 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Iodophanus_carneus" 0 1 0 0 0 0 0 0 17 0 0 0 0 0 0 12 0 0 0 0 0 0 1 0 0 24 4 0 0 0 0 0 1 0 0 0 1 2 0 0 0 14
"Irpex_lenis" 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Italica_achilleae" 0 0 0 0 0 15 0 1 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 4 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Itersonilia_pannonica" 0 0 0 0 1 0 0 0 0 0 0 0 6 8 4 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Itersonilia_perplexans" 0 0 0 0 0 0 0 0 0 0 2 0 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Jeremyomyces_labinae" 0 0 0 0 0 1 1 0 0 0 0 0 8 10 0 0 0 0 8358 0 0 0 0 0 0 0 0 0 2 7 0 0 333 13 3 0 0 0 0 0 0 0
"Juncomyces_patwiniorum" 2 0 194 0 0 0 0 0 0 135 151 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 7 0 0 0 0 0 0 0 0 4 0
"Kalmusia_variispora" 1 0 0 2 13 183 2 0 0 0 0 0 0 5 0 3 5 0 596 1 0 1 3 220 68 11 1 6 0 2 0 0 8 5 21 0 0 0 0 0 0 0
"Karstenia_macer" 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Keissleriella_cirsii" 0 0 0 0 1 79 60 15 2 0 6 0 0 0 0 0 0 0 51 0 0 0 0 658 2277 0 6 0 0 0 0 0 3 1 56 1 0 0 3 0 0 0
"Keissleriella_poagena" 0 0 0 196 1 2 0 6 1 0 23 14 0 0 0 1 0 2 0 22 0 0 0 18 16 2 1 0 0 6 0 1 0 0 1 0 0 9 116 61 0 0
"Keissleriella_quadriseptata" 28 2 33 40 183 348 2604 1980 31 1523 15 11667 0 0 46 164 2077 1971 56 198 0 326 774 79 307 591 182 218 1 0 0 1 2 1 158 0 20 671 89 348 38 0
"Keissleriella_sporoboli" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 733 1756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Keissleriella_taminensis" 0 0 0 0 0 2 12 36 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 34 0 0 0
"Keissleriella_trichophoricola" 1 0 24 3 13 147 58 18 63 5 1667 60 0 0 1 26 298 143 0 2418 0 1 2 3 21 3 16 62 0 0 0 7 0 0 6 110 8 474 0 9 2 0
"Keissleriella_yonaguniensis" 0 2 0 1 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Knufia_aspidiotus" 0 0 0 0 25 0 0 2 1 0 41 3 1 0 0 0 29 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"Knufia_karalitana" 0 0 0 0 1 2 25 1 0 0 1 0 3 0 0 0 0 1 8 0 0 12 40 26 14 0 0 0 1 0 0 0 4 0 0 0 0 0 1 0 0 0
"Knufia_mediterranea" 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Kockovaella_chinensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Kockovaella_lichenicola" 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"Kockovaella_schimae" 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 27 33 0 110 0 0 0 3 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"Kondoa_aeria" 0 0 2 0 0 5 0 0 22 12 7 22 3 1 0 0 1 0 38 12 2 0 0 1 0 9 20 0 0 0 0 0 2 8 2 0 0 5 0 0 1 0
"Kondoa_changbaiensis" 0 0 0 0 0 0 0 0 0 0 0 0 2 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Kondoa_cylindrica" 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Kondoa_malvinella" 0 0 0 0 0 0 0 0 2 4 75 4 0 0 0 2 0 0 272 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"Kondoa_myxariophila" 0 0 0 0 0 3 0 0 1 0 0 0 5 1 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Kurtzmanomyces_insolitus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Kurtzmanomyces_nectairei" 0 0 0 1 6 0 0 8 19 0 0 1 0 0 0 0 30 8 11 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 1 0 0 0 0
"Laburnicola_centaureae" 0 3 5 0 0 0 1 80 0 0 0 0 0 0 0 0 0 0 55 0 0 96 83 31 4 3 20 0 0 0 0 0 0 18 3 0 0 0 0 0 1 0
"Lachnella_villosa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1032 2 0 0 0 0 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Lachnellula_calyciformis" 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Laetisaria_fuciformis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 312 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lamprospora_crouanii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lapidomyces_aloidendricola" 0 0 0 237 3702 1 0 1345 0 1 97 0 0 0 0 0 1742 1933 212 10238 0 0 0 22 0 0 0 0 0 0 0 0 286 416 672 0 0 18 0 1 0 0
"Lasiobolidium_orbiculoides" 0 1 8 0 0 0 0 0 0 0 450 0 0 0 0 0 0 0 0 0 0 0 0 10 34 176 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lasionectria_hilhorstii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 280 5 128 0 0 0 0 0 0 0
"Lazarenkoiopsis_ussuriensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lecanicillium_fusisporum" 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lecanora_polytropa" 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lectera_nordwiniana" 0 0 0 0 0 101 386 11 0 0 0 27 1 0 21 0 0 0 7 0 0 0 0 255 662 0 2 0 0 0 26 0 0 0 0 0 1 0 68 8 0 0
"Lecythophora_canina" 0 0 0 2 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 53 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"Lentithecium_aquaticum" 6 4 6 46 38 394 24 3 4 42 2774 1 1 6 4 4 64 29 1713 42 13 1 13 21842 5289 2758 5904 0 6 0 0 71 64 5 50 0 3 1 0 1 6 26
"Leptosillia_acerina" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Leptosphaeria_proteicola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 4
"Leptospora_galii" 2 2 2 4 2 31 1 0 5 1 39 1 31 19 16 0 5 0 17 0 6 0 24 6 1 2 1 0 5 2 1 0 1 1 1 0 0 1 5 0 0 0
"Leptospora_rubella" 0 0 0 2 2 14 6 1 0 5 0 0 0 5 1 0 1 0 124 0 0 1 0 1 0 1 0 0 0 0 3 0 52 90 2 0 0 1 5 0 0 0
"Leucosporidium_drummii" 0 0 0 0 0 0 0 0 0 1 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Leucosporidium_escuderoi" 0 0 2 0 0 1 0 0 0 0 0 0 2 7 0 0 0 0 0 0 0 5 24 14 10 23 0 0 0 1 0 1 0 0 10 0 1 0 0 0 0 0
"Leucosporidium_golubevii" 2 2 0 2 4 0 0 0 0 0 0 0 22 35 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 0 0 0 0 0 1 1 2 0 0
"Leucosporidium_intermedium" 0 0 0 0 0 5 0 7 0 0 0 0 79 36 0 0 0 0 0 0 0 6 82 0 0 12 17 0 60 0 0 0 0 0 0 0 0 0 0 1 0 0
"Leucosporidium_muscorum" 0 1 0 3 15 2 0 0 0 0 0 0 73 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 0 0 0 0 0 0 0 0 0
"Liangia_sinensis" 0 0 0 1 2 2 0 1 0 0 0 0 0 0 0 0 6 6 1 1 0 0 0 1 3 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Libertasomyces_myopori" 1 1 0 1 1 20 4 2 16 0 1 0 0 1 2 0 0 0 2425 0 0 0 4 236 3 0 2 0 0 0 0 0 227 163 6 0 0 6 0 0 0 7
"Libertasomyces_platani" 0 1 1 4 4 8 1 1 1 1 1 0 13 26 0 0 7 0 4 0 0 0 1 53 268 1 0 4 14 58 0 4 1 1 43 1 0 0 0 0 1 13
"Libertasomyces_quercus" 0 0 1 0 0 0 0 3 0 0 0 0 0 5 0 0 0 0 7822 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lindtneria_chordulata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lithohypha_aloicola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lophiostoma_biappendiculatum" 0 0 0 0 0 0 0 404 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 9 0 0 698 0
"Lophiostoma_carpini" 3 194 64 605 1276 4101 633 1138 847 40 8 8 3 3 0 9 218 519 5744 99 0 0 110 2608 323 133 35 32 2 1 130 293 3301 467 5771 54 488 2864 372 84 149 0
"Lophiostoma_corticola" 2 0 2 3 3 0 7 3 4 1 39 2 2 9 0 0 0 6 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0
"Lophiostoma_dictyosporum" 0 0 1 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 2140 1 0 0 32 9 1 0 0 0 0 0 0 0 14 1 10 0 0 0 0 0 0 0
"Lophiostoma_erumpens" 35 0 172 0 4 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 1 640 2658 0 0 0 0 2 0 0 0 0 0 9 0 0 0 0
"Lophiostoma_plantaginis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 17 0 0 0 1560 0 0 1 0 2 2 0 0 0 0 0 0 0 0
"Lophiotrema_eburneoides" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Lophiotrema_rubi" 2 0 0 0 0 0 0 1149 5 0 0 0 1 0 1 0 0 0 24 0 0 0 13 4 16 38 332 0 0 1 0 0 0 0 0 0 0 0 0 0 1 4
"Lophium_mytilinum" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Loramyces_macrosporus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lulwoana_uniseptata" 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lycoperdon_purpurascens" 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56
"Macgarvieomyces_luzulae" 0 0 0 1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Macrophomina_phaseolina" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"Malassezia_restricta" 0 0 0 0 15 0 0 0 0 1 2 0 0 1 0 0 9 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Marasmiellus_candidus" 0 0 0 0 0 10 3 0 0 0 0 0 81 823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 172 0 0 0 0 0 0 0 0 0 0 0 0
"Marasmiellus_celebanticus" 0 0 0 0 0 0 0 0 0 0 142 0 0 0 0 0 0 0 0 417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Marasmius_confertus_var._tenuicystidiatus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 63 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Marchandiomyces_allantosporus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Marchandiomyces_aurantioroseus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Marquandomyces_marquandii" 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Massarina_papulosa" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0
"Massariosphaeria_clematidis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 79 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Massariosphaeria_roumeguerei" 0 0 0 3 10 0 2 1 0 3 0 0 1 0 0 0 104 554 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Meira_argovae" 0 0 0 0 0 0 0 0 0 1 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Meira_nashicola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Meristemomyces_arctostaphyli" 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Metarhizium_anisopliae" 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Metschnikowia_drosophilae" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Metschnikowia_pulcherrima" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0
"Microbotryum_tragopogonis-pratensis" 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microdochium_nivale" 3509 141 358 235 5482 5 0 0 0 0 3 0 26 291 0 0 7 1154 0 0 0 46 92 162 16 0 7 0 177 555 1116 0 0 0 0 0 0 0 0 224 0 0
"Microdochium_novae-zelandiae" 0 0 28 111 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 1 40 255 4 16 15 65 0 5 0 1 0 0 0 1535 0 0 0 0 0 0 0
"Microdochium_phragmitis" 2 1 1 3094 360 30 5 0 0 0 0 0 7 0 0 0 3 0 0 0 0 4 0 33 18 0 0 8 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"Minimedusa_polyspora" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mollisia_diesbachiana" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Monosporascus_ibericus" 0 0 0 0 0 0 0 0 94 0 12 1 0 0 0 0 0 0 0 51 0 37 12 9 0 4 0 2 0 0 0 0 0 0 0 0 0 74 0 0 0 4
"Montagnea_arenaria" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
"Morinia_phoenicicola" 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 30 0 0 0 0
"Mortierella_capitata" 0 0 0 0 0 1 0 0 0 0 1 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mortierella_globalpina" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mrakia_aquatica" 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mucoharknessia_anthoxanthi" 0 0 0 2 3511 0 0 83 0 3 0 740 0 0 0 0 0 0 0 0 1 0 0 494 491 0 32 0 0 0 0 0 10 5 136 0 0 0 0 25 0 0
"Mucor_circinelloides" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mucor_hiemalis" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Muriphaeosphaeria_viburni" 0 0 0 2 0 1 3 0 0 0 0 0 0 0 0 0 0 0 88 0 0 0 11 5 1 0 0 0 0 0 0 0 3 2 0 0 0 0 0 0 0 0
"Murispora_aquatica" 1 0 19 2 9 0 3 1 311 282 839 272 0 3 0 0 0 0 0 582 76 0 1 3 1 419 3 605 0 0 0 0 0 0 0 55 445 3171 14 173 3156 7441
"Murispora_cicognanii" 0 0 0 1 8 0 0 0 0 0 0 0 0 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Murispora_kazachstanica" 0 0 5 0 0 35 343 0 0 0 0 0 98 57 0 0 0 0 0 0 0 0 0 1242 324 0 28 166 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mycobilimbia_tetramera" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Mycochaetophora_gentianae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mycosphaerella_cryptica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mycosphaerella_pyri" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Myrmecridium_flexuosum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 4 0
"Myrmecridium_phragmiticola" 0 0 0 179 62 0 0 0 11 0 0 0 0 0 0 0 6 21 0 0 0 0 84 12 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
"Myrmecridium_phragmitis" 0 0 0 135 44 0 0 0 0 0 0 0 0 0 0 0 80 182 0 0 0 0 0 2 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0
"Myrmecridium_sambuci" 0 1 0 272 39 0 0 0 0 0 0 1 0 0 0 1 230 258 0 59 0 0 0 0 4 0 0 0 2 0 0 0 0 0 5 0 0 0 0 1 0 0
"Myrmecridium_schulzeri" 4 0 0 110 11 0 1 104 0 0 0 0 0 0 0 0 470 129 0 0 0 0 0 0 2 0 1 2 0 0 2 1 0 58 0 0 0 0 0 0 2 0
"Myrmecridium_spartii" 0 1 19 1495 2955 2 0 901 854 0 13 35 2 1 0 2 2674 2049 13 840 0 0 1 89 72 0 169 2 0 0 0 7 79 15 87 0 2 0 49 53 19 2
"Myrmecridium_thailandicum" 0 1 0 2 16 0 0 0 0 0 0 0 2 2 0 0 4 18 0 0 0 0 730 21 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Myrothecium_chiangmaiense" 0 0 0 18 22 0 0 0 0 0 0 0 0 0 0 0 14 37 0 0 0 0 0 16 580 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Myrothecium_inundatum" 76 5 0 0 0 0 1 0 0 0 0 0 4 11 0 13 0 0 0 0 0 0 0 25 19 0 91 11 0 1 2 2 0 0 0 0 0 0 0 0 0 0
"Myxarium_populinum" 0 0 0 90 0 0 0 0 0 0 0 0 0 0 0 0 40 557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Naganishia_albida" 0 0 2 0 0 0 0 0 0 0 0 3 0 3 5 0 0 0 3 0 0 0 0 0 0 0 1 0 0 2 1 1 0 0 1 0 0 0 0 0 0 0
"Nectria_rubropeziza" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
