"20_CAM_01" "20_CAM_02" "20_CAM_03" "20_CAM_04" "20_CAM_05" "21_CAM_01" "21_CAM_02" "21_CAM_03" "21_CAM_04" "21_CAM_05" "21_CAM_06" "21_CAM_07" "21_CAM_08" "21_CAM_09" "21_CAM_10" "21_CAM_11" "21_CAM_12" "21_CAM_13" "21_CAM_16" "21_CAM_17" "21_CAM_18" "22_CAM_01" "22_CAM_02" "22_CAM_03" "22_CAM_04" "22_CAM_05" "22_CAM_06" "22_CAM_07" "22_CAM_08" "22_CAM_09" "22_CAM_10" "22_CAM_11" "22_CAM_12" "22_CAM_13" "22_CAM_14" "22_CAM_15" "22_CAM_16" "22_CAM_17" "22_CAM_18" "22_CAM_19" "22_CAM_20" "22_CAM_21"
"Pulvinata_tomentosa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pyrenochaetopsis_confluens" 154 32 12 24 13 664 173 0 6 0 186 15 2050 2151 220 2588 3 22 0 0 0 0 0 9 486 0 1 954 1074 1757 842 338 0 0 0 0 0 0 184 60 0 0
"Pyrenochaetopsis_decipiens" 1272 785 2416 12734 5571 2292 4009 636 34 2 716 217 3504 3930 870 717 3472 4646 6 1345 0 126 926 1059 725 90 1774 1365 8150 5752 4784 711 7 2 23 0 6 2 176 151 5 9
"Pyrenochaetopsis_indica" 0 1 0 0 0 0 1 0 0 0 0 0 3 0 0 1 5 7 0 0 0 0 0 2 1 0 0 0 37 0 0 4 0 0 2 0 0 0 0 0 6 0
"Pyrenophora_avenicola" 0 0 0 0 0 1 2 4 0 5 0 0 14 2 2 0 2542 8 3 0 0 0 0 2 0 0 2 0 68 2 0 1 2 0 1 0 1 0 0 0 1 1
"Pyrenophora_biseptata" 0 0 0 1355 56 0 3 30 0 0 0 0 2 7 2 0 16461 8848 0 1 0 0 0 0 1 0 0 1 2 0 1 0 0 0 1 0 0 0 0 0 0 3
"Pyrenophora_cynosuri" 0 0 48 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pyrenophora_fugax" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 11 2 0 0 0 0 0 0 0 41 7 0 0 0 12 0 0 2 0 0 0 0 0 0 0 0 0 0
"Pyrenophora_poae" 1 0 0 0 1 0 0 4 0 0 0 0 3 0 1 0 0 2 3609 0 0 1 0 0 0 0 0 0 21 7 0 38 0 0 6 0 0 0 0 0 2 0
"Pyrenophora_triseptata" 0 0 0 11 1 0 0 0 0 0 0 0 34 151 2 0 11 20 0 9 0 0 0 0 0 0 0 0 95 6 0 77 0 0 0 0 0 0 0 0 0 0
"Pyrenophora_tritici-repentis" 4 8 29 40 771 1 1 0 46 5 20 13181 3 5 6 0 0 12 0 6403 0 0 1 1 1 2 61 0 4 4 0 6 0 0 0 0 0 14 879 735 13 2
"Pyrenophora_variabilis" 0 0 0 0 0 0 0 129 0 29 0 0 0 810 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 1 8 3 28 4 0 0 0 0 0 31 0
"Qarounispora_grandiappendiculata" 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Quadricrura_meridionalis" 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 10 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Rachicladosporium_cboliae" 0 0 0 3 1 16 0 0 0 0 2 2 1 3 0 0 0 1 14 0 0 5 1 4 13 2 0 2 0 2 0 0 5 2 13 0 0 1 0 0 2 0
"Ramichloridium_endophyticum" 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 9 0 0 0 0 0 0 0 0 0 0 0
"Ramularia_acris" 0 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ramularia_deusta" 1 0 0 0 0 0 0 0 0 0 3 0 59 13 1 19 0 0 0 0 0 0 0 0 0 0 0 1 3 1 0 0 0 0 0 0 0 0 7 0 0 0
"Ramularia_gossypii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ramularia_helminthiae" 0 0 0 0 0 1 0 0 0 0 0 0 0 2 5 0 0 0 0 0 0 0 491 301 337 0 0 24 2959 1 0 0 0 0 0 0 0 0 1 0 0 0
"Ramularia_lamii" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 92 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ramularia_stellariicola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 160 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ramularia_unterseheri" 0 0 0 0 0 265 100 0 0 4 0 0 0 1 0 0 0 0 1 0 0 1486 2004 1017 2 0 0 0 3 48 45 0 1 0 2 0 0 0 0 0 0 0
"Recurvomyces_mirabilis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 47 1495 1786 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Remispora_stellata" 0 0 0 0 0 0 0 0 0 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
"Rhizoctonia_solani" 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 66 6 530 777 1 0 0 0 5 0 0 22 0 0 2 0 0 15 0
"Rhizophlyctis_rosea" 0 0 0 0 0 0 3 1 1 0 0 2 0 0 0 0 0 0 0 0 0 7 93 4 3 3 2 0 0 1 0 0 0 1 0 0 0 1 1 0 2 8
"Rhodosporidiobolus_lusitaniae" 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Rhodotorula_babjevae" 0 0 0 0 0 2 0 0 0 0 0 0 1 14 2 0 1 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 1 0 0 0 0 0 0 0 0
"Rhodotorula_diobovata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 144
"Rhodotorula_graminis" 0 0 0 1 1 22 2 0 1 0 126 0 234 477 5 19 0 0 2 0 0 0 0 0 0 0 0 0 51 7 1 24 0 32 46 0 0 0 2 0 0 0
"Rhodotorula_kratochvilovae" 0 0 0 0 0 10 2 0 0 0 0 0 0 196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0
"Rigidoporus_ulmarius" 0 0 0 0 0 0 0 0 0 0 0 0 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Rinaldiella_pentagonospora" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 6 0 0 0 0 0 0 0 0
"Rubropezicula_thailandica" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ruinenia_clavata" 0 0 0 5 16 0 48 0 0 0 0 0 0 0 0 0 350 34 0 0 0 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Rutstroemia_firma" 51 374 330 0 0 0 10 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 2700 926 1652 640 119 27 0 0 0 0 0 17 0 0 8 3676 0 0 380 0
"Saitozyma_paraflava" 0 0 0 0 0 2 0 15 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 24 0 0 0 0 0 0 0 0 0 0 0 0
"Saitozyma_podzolica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0
"Sakaguchia_dacryoidea" 0 0 3 0 0 0 0 0 11 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 16 134
"Salinomyces_thailandicus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"Samsoniella_hepiali" 0 0 0 17 6 0 0 16 0 0 0 0 0 0 0 0 34 145 0 31 0 0 3 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sarea_resinae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Savoryella_appendiculata" 0 2 24 45 243 0 0 0 349 10 45 49 0 0 0 0 11 27 0 46 0 0 0 0 4 64 72 28 0 0 0 0 0 0 0 0 0 1 0 0 7 203
"Schizothecium_dakotense" 0 0 0 0 0 0 4 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 8 0 0 0 0 0 0 0 0 0 0 0 0
"Schizothecium_fimbriatum" 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 9 0 0 0 0 0 0 0 0 0 0 0
"Schizothecium_multipilosum" 7 0 3 207 1 0 2 0 0 0 2 5 0 0 1 114 257 540 0 0 0 8 253 8 28 21 30 1 0 0 0 6 0 0 0 0 0 0 0 17 5 2
"Schizoxylon_gilenstamii" 0 0 0 29 0 0 2 1 0 0 0 0 0 30 0 0 3991 524 4 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 31 7 0 0 0 0 0 0
"Sclerenchymomyces_clematidis" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sclerostagonospora_cycadis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0
"Sclerostagonospora_elegiae" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 4 0 0 0 0 0 0 0 0 0 0
"Sclerostagonospora_ericae" 1 0 0 1 4 24 7 2 0 109 59 0 1 0 0 2 38 9 347 0 0 0 0 72 40 1 0 0 0 0 0 0 6 4 279 0 0 168 1 1 0 0
"Sclerostagonospora_sulcata" 0 0 0 0 0 0 0 0 1 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Scolecobasidium_pandanicola" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Scytalidium_circinatum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 12 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Scytalidium_japonicum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0
"Septoria_hibiscicola" 8 0 0 250 1370 0 0 3 0 0 0 0 0 0 0 10 55633 36681 0 708 0 0 0 31 4 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"Septoria_petroselini" 565 0 1 0 0 4730 489 0 0 0 393 62 4 2 377 68 0 0 885 0 0 440 408 223 2144 7945 674 413 613 104 107 13185 3 694 1 0 0 1 190 147 0 0
"Septoriella_callistemonis" 2 3 4 1 3 5 2 1 28 341 47 35 22 11 1 17 17 2 52 55 24 0 3 0 3 44 4 0 41 11 5 13 93 1 27 1 18 14 1 3 0 1
"Septoriella_hibernica" 0 0 0 3 12 18 32 1 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 1 0 0 0 6 0 230 1 0 0 0 0 0 0 0 5 0 0
"Septoriella_hollandica" 93 347 2931 1877 4959 1057 453 2082 9 471 1605 577 137 197 62 1772 320 271 124 17647 68 3 132 1262 2049 14 41 566 396 132 186 36 159 3394 3363 1 81 15 11 2665 1 0
"Septoriella_huberti" 0 0 0 0 0 0 0 0 0 118 1375 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Septoriella_neoarundinis" 1 0 14 1 1 8 12 16 0 7 5784 0 14 6 1 35 3 3 1 0 0 1 0 17 55 0 1 0 19 7 13 14 0 0 20 0 0 0 0 0 0 0
"Septoriella_oudemansii" 0 0 2 1 0 4 0 0 0 3 6 0 6 8 6 1 0 20 5 0 0 1 0 6 3 1 2 0 1 0 17 2 1 0 0 0 1 1 12 0 0 0
"Serendipita_herbamans" 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 220 24 33 7 0 0 0 0 0 0 0 0 0 0 0
"Setophaeosphaeria_badalingensis" 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 170 0 0 5 6 0 0 1 0 0 2 0 0 0 22 7 0 0 0 0 5 0 0 0
"Simocybe_haustellaris" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Simplicillium_cylindrosporum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Simplicillium_minatense" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sistotrema_coroniferum" 0 0 0 42 193 5 0 0 0 0 0 0 0 2 0 5 6413 1747 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Skoua_asexualis" 0 0 0 0 0 1 0 813 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 3
"Smaragdiniseta_bisetosa" 11 5 0 43 0 413 6 0 0 0 0 0 15 0 37 1 0 0 0 0 0 24 14 1 9 0 98 0 16 3 4 3 0 0 0 0 0 0 0 0 0 0
"Solicoccozyma_aeria" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Solicoccozyma_zizaniae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 60
"Sonderhenia_radiata" 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 12 0 0 5 0 0 0 23 1 0 0 0 0 0 0 0 0 0 0 0 0
"Sordaria_fimicola" 0 0 1 1 0 5 0 2 0 1 0 0 0 0 0 0 0 0 6 0 0 0 0 97 0 3 2 0 0 0 0 0 0 0 92 0 0 1 0 0 6 15
"Sphaerellopsis_macroconidialis" 0 0 0 4 60 20 0 0 0 2 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sphaerulina_pelargonii" 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 14 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spizellomyces_lactosolyticus" 0 0 0 0 0 0 4 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spooneromyces_microsporus" 0 0 0 29 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 2 11 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sporidesmium_spiraeae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sporisorium_graminicola" 0 0 0 0 0 0 0 0 0 0 1 0 1 9 0 0 0 1 0 0 3 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0
"Sporobolomyces_patagonicus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"Sporormiella_minima" 4 1 28 4 20 2 60 0 7 1 54 8 0 1 9 71 0 0 0 0 0 14 105 7 9 1 15 3 0 0 0 23 0 0 0 0 0 0 0 0 3 6
"Stachybotrys_chartarum" 0 0 0 0 0 1 3 0 2 11 1 0 0 367 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 2 0 0 4
"Stagonospora_bicolor" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Stagonospora_duoseptata" 0 0 0 0 0 0 0 0 0 97 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Stagonospora_neglecta" 1 0 0 1 0 3 0 0 0 30 463 0 0 0 0 0 3 0 0 0 24 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Stagonospora_paludosa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3894 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Stagonospora_pseudocaricis" 0 2 0 5 0 0 182 0 4 523 3791 0 0 0 0 0 0 0 0 0 0 954 483 0 0 0 0 0 0 0 0 62 0 0 0 0 0 0 0 0 0 0
"Stagonospora_pseudopaludosa" 0 0 0 0 0 0 0 0 0 5 3343 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Stagonospora_trichophoricola" 9 15 1 0 0 1 127 0 7 873 16189 1 2 6 0 34 18 5 15 0 84 0 57 4 0 34 1 0 0 0 0 653 0 0 770 0 0 2 9 0 0 0
"Stemphylium_loti" 1 0 0 0 0 55 19 0 0 0 0 1 637 139 144 112 0 0 0 0 0 0 0 0 0 3 0 47 2 2 97 1 0 0 0 0 0 0 319 4 0 0
"Stemphylium_solani" 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1
"Stemphylium_vesicarium" 67650 43607 65396 338 1506 6393 1035 3327 19021 15372 44770 4816 4701 14942 4424 2298 259 2845 61465 4091 2311 1123 5447 9864 13777 27204 15515 1101 465 298 859 838 13400 16323 6796 13982 3648 4503 1548 1365 43149 18841
"Stictis_radiata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 88 40 2 605 0 0 0 0 0 0 0 0 0 0 0 0 24 1 0 1 0 0 0 0 0 0
"Striaticonidium_brachysporum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Striaticonidium_cinctum" 2 0 0 2 1 0 0 0 11 0 2 0 0 0 1 0 0 0 0 0 0 0 0 18 36 0 0 5 27 30 12 0 0 0 0 0 0 0 0 0 0 0
"Subplenodomus_violicola" 10 0 6 0 0 4 0 22 0 0 0 0 0 0 0 55 9 12 0 0 0 0 0 231 18 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Subulicystidium_perlongisporum" 1 0 1 74 52 0 4 0 0 0 0 0 0 2 0 1 2 30 0 0 0 2 15 9 9 0 21 13 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"Symbiotaphrina_microtheca" 0 0 0 0 0 0 0 0 6 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 8
"Sympoventuria_capensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Synfenestella_pyri" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Synfenestella_sorbi" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Talaromyces_bannicus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 134 0 0 0 0 0 0 0 0 0 0 0 0 0
"Talaromyces_dendriticus" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 12 0 0 19 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0
"Talaromyces_domesticus" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Talaromyces_helicus" 0 0 0 0 0 0 0 0 0 0 8 0 0 0 3 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 12 0 0 0 0 0 0 3 0 0 0
"Talaromyces_rubicundus" 0 0 0 0 0 0 0 0 0 7 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Talaromyces_subtropicalis" 0 0 0 0 0 0 0 0 0 7 10 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Taphrina_carpini" 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 1 7 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
"Taphrina_inositophila" 0 0 0 0 18 0 0 0 0 0 2 0 0 0 0 0 11 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Taphrina_tormentillae" 0 0 0 4 32 0 0 0 0 0 0 0 0 0 0 0 523 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tausonia_pullulans" 0 0 0 0 0 2 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0
"Teichospora_kingiae" 0 0 0 0 1 2 5 2721 0 0 4 0 0 1 1 1 48 264 680 1231 0 429 0 195 0 1 9 0 0 0 0 0 5 0 13 0 0 0 0 0 0 0
"Teratosphaeria_agapanthi" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Teratosphaeria_blakelyi" 0 0 0 2 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Teratosphaeria_combreti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Teratosphaeria_mexicana" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tetraploa_sasicola" 0 0 0 182 33 2 1 0 0 0 0 0 1 0 0 3 398 608 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
"Tetraploa_yunnanensis" 0 0 0 0 0 116 13 0 0 0 0 0 176 143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 0 0
"Tetraplosphaeria_nagasakiensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Teunia_korlaensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Thermomyces_ibadanensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Thoreauomyces_humboldtii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Thyronectria_obscura" 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 29 1 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0
"Tiarosporella_madreeya" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
"Tiarosporella_paludosa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tilletia_vankyi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 170 0 0 0 0 0 0 0 0 0 0 664 2 0 0 0 0 0 0 0 0 0 0 0 0
"Tilletiopsis_lilacina" 1 1 0 0 0 226 30 0 0 0 0 0 2321 3400 2 0 0 0 1 0 0 0 0 0 0 0 0 0 91 49 0 0 0 0 0 0 0 0 0 0 0 0
"Torula_acaciae" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Torula_aquatica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Torula_herbarum" 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tothia_fuscella" 26 80 1 0 0 0 0 0 0 0 0 7 0 0 0 0 11 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"Toxicocladosporium_ficiniae" 0 1 1 16 48 55 4 0 4 10 3545 7 0 0 0 1 337 139 3 0 0 0 0 0 0 0 0 0 0 0 0 11 1 0 0 0 0 7 0 0 0 3
"Toxicocladosporium_glendoranum" 0 0 0 0 0 0 0 0 0 0 369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
