Host_code	Host_community	GPS_localisation	Locality	Country	Ecosystem	Collection_date	Sequencing_plate	Additional_information	Biomass	Grid_code	Vegetation	Litter	Soil	Rocks
19_AFS_030500	"Restio sp1._1;Erica sp1._1;Sadge sp3._1;Sadge sp4._1;Syngna sp1._1"	-34.27308056,18.45039444	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_F10		1.99	19_AFS_03				
19_AFS_030600	"Restio sp1._1;Restio sp2._1;Erica sp1._1;Sadge sp2._1"	-34.27308056,18.45039444	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_G10		4.22	19_AFS_03				
19_AFS_030700	"Restio sp1._1;Restio sp2._1;Erica sp1._1;Sadge sp1._1;Syntella sp._1;Scruff sp1._1"	-34.27308056,18.45039444	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_H10		5.17	19_AFS_03				
19_AFS_030800	"Restio sp1._1;Restio sp2._1;Erica sp1._1;Cliff sp1._1;Arid sp1._1"	-34.27308056,18.45039444	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_A09		5.77	19_AFS_03				
19_AFS_040100	"Cape snow_1;Restio sp1._1;Restio sp2._1;Sadge sp5._1;Scruff sp1._1;Ursinia sp1._1"	-34.27282222,18.45020278	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_B09		12.01	19_AFS_04				
19_AFS_040200	"Restio sp1._1;Restio sp3._1;Ursinia sp1._1"	-34.27282222,18.45020278	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_C09		7.22	19_AFS_04				
19_AFS_040300	"Restio sp1._1;Restio sp3._1;Ursinia sp1._1"	-34.27282222,18.45020278	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_D09		3.8	19_AFS_04				
19_AFS_040400	"Cliff sp1._1;Irid sp2._1;Restio sp2._1;Ursinia sp1._1"	-34.27282222,18.45020278	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_E09		3.97	19_AFS_04				
19_AFS_040500	"P20B_1;P21A_1;P21B_1;P24_1;P27_1;P910_1"	-34.27282222,18.45020278	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_F09		3.18	19_AFS_04				
19_AFS_040600	"P21A_1;P21B_1;P24_1;P27_1;P28_1;P30_1;P31_1"	-34.27282222,18.45020278	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_G09		1.42	19_AFS_04				
19_AFS_040700	"P20A_1;P21A_1;P21B_1;P24_1;P28_1;P910_1"	-34.27282222,18.45020278	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_H09		14.53	19_AFS_04				
19_AFS_040800	"P20B_1;P21A_1;P29_1;P910_1"	-34.27282222,18.45020278	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_A08		2.26	19_AFS_04				
19_AFS_050100	"Restio sp2._1;Sadge sp4._1;Scruff sp1._1"	-34.27246944,18.44951389	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_B08		3.69	19_AFS_05				
19_AFS_050200	"Restio sp2._1;Restio sp4._1;Sadge sp4._1;Scruff sp1._1"	-34.27246944,18.44951389	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_C08		1.49	19_AFS_05				
19_AFS_050300	"Gnaph sp1._1;Sadge sp4._1;Scruff sp1._1"	-34.27246944,18.44951389	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_E08		4.77	19_AFS_05				
19_AFS_050400	"Pseudo sp1._1;Restio sp4._1;Scruff sp1._1"	-34.27246944,18.44951389	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_F08		1.67	19_AFS_05				
19_AFS_050500	"P34_1;P38_1;P41_1;P46_1;P47_1"	-34.27246944,18.44951389	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_G08		8.91	19_AFS_05				
19_AFS_050600	"P32_1;P34_1;P36_1;P37_1;P40_1;P41_1;P42_1;P43_1;P44_1;P45_1;P46_1;P47_1;P910_1"	-34.27246944,18.44951389	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_H08		11.58	19_AFS_05				
19_AFS_050700	"P32_1;P33_1;P34_1;P36_1;P37_1;P38_1;P39_1;P42_1;P46_1;P47_1;P48_1;P49_1;P910_1"	-34.27246944,18.44951389	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_A07		16.3	19_AFS_05				
19_AFS_050800	"P23_1;P24_1;P34_1;P36_1;P37_1;P38_1;P39_1;P42_1;P44_1;P46_1;P47_1;P48_1;P49_1;P50_1"	-34.27246944,18.44951389	Cape Point	South Africa	Postfire regenerated Fynbos	2019-10-01	EDGGA-1_B07		7.5	19_AFS_05				
19_AFS_060100	"Brumea sp1._1;Elegia sp2._1;Erica sp1._1;Restio sp5._1;Restio sp6._1;Sadge sp6._1"	-34.27339722,18.45246667	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_C07		3.15	19_AFS_06				
19_AFS_060200	"Elegia sp2._1;Erica sp2._1;Restio sp5._1"	-34.27339722,18.45246667	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_D07		16.16	19_AFS_06				
19_AFS_060300	"Erica sp3._1;Restio sp5._1"	-34.27339722,18.45246667	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_E07		1.88	19_AFS_06				
19_AFS_060400	"Brumea sp1._1;Erica sp1._1;Restio sp5._1;Restio sp6._1"	-34.27339722,18.45246667	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_F07		29.66	19_AFS_06				
19_AFS_060500	Elegia sp1._1	-34.27339722,18.45246667	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_G07		5.79	19_AFS_06				
19_AFS_060600	"Elegia sp1._1;Erica sp2._1"	-34.27339722,18.45246667	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_H07		12.31	19_AFS_06				
19_AFS_060700	"Elegia sp1._1;Erica sp2._1"	-34.27339722,18.45246667	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_A06		13.76	19_AFS_06				
19_AFS_060800	"Elegia sp1._1;Erica sp1._1;Erica sp2._1"	-34.27339722,18.45246667	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_B06		27.96	19_AFS_06				
19_AFS_070100	"P51_1;P52_1;P53_1;P54_1;P55_1"	-34.27329444,18.45225278	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_C06		101.18	19_AFS_07				
19_AFS_070200	"P52_1;P53_1;P54_1;P56_1"	-34.27329444,18.45225278	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_D06		15.58	19_AFS_07				
19_AFS_070300	"P53_1;P54_1;P57_1"	-34.27329444,18.45225278	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_E06		18.45	19_AFS_07				
19_AFS_070400	"P25_1;P52_1;P53_1;P54_1"	-34.27329444,18.45225278	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_F06		37.18	19_AFS_07				
19_AFS_070500	"P58_1;P59_1"	-34.27329444,18.45225278	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_G06		0.6	19_AFS_07				
19_AFS_070600	P58_1	-34.27329444,18.45225278	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_H06		0.36	19_AFS_07				
19_AFS_070700	"P58_1;P59_1"	-34.27329444,18.45225278	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_A05		17.38	19_AFS_07				
19_AFS_070800	P60_1	-34.27329444,18.45225278	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_B05		0.52	19_AFS_07				
19_AFS_080100	"Erica corifolia_1;Erica sp2._1;Erica sp4._1;Euphorbia tuberosa_1;Restio sp6._1"	-34.27196667,18.45316389	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_C05		22.44	19_AFS_08				
19_AFS_080200	"Elegia sp1._1;Erica sp4._1;Plant25_1;Restio sp4._1;Restio sp6._1"	-34.27196667,18.45316389	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_D05		8.5	19_AFS_08				
19_AFS_080300	"Elegia sp1._1;Erica corifolia_1;Restio sp6._1"	-34.27196667,18.45316389	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_E05		5.04	19_AFS_08				
19_AFS_080400	"Erica corifolia_1;Erica sp4._1;Restio sp6._1;Sadge sp7._1"	-34.27196667,18.45316389	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_G05		7.33	19_AFS_08				
19_AFS_080500	"P61_1;P63_1;P64_1"	-34.27196667,18.45316389	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_H05		5.91	19_AFS_08				
19_AFS_080600	"P61_1;P63_1;P64_1"	-34.27196667,18.45316389	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_A04		20.43	19_AFS_08				
19_AFS_080700	"P61_1;P63_1;P64_1"	-34.27196667,18.45316389	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_B04		33.1	19_AFS_08				
19_AFS_080800	"P61_1;P62_1;P63_1"	-34.27196667,18.45316389	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_C04		9.92	19_AFS_08				
19_AFS_090100	"P64_1;P65_1;P66_1;Restio sp5._1"	-34.27225556,18.45338889	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_D04		25.13	19_AFS_09				
19_AFS_090200	Restio sp5._1	-34.27225556,18.45338889	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_E04		38.83	19_AFS_09				
19_AFS_090300	"P64_1;P67_1"	-34.27225556,18.45338889	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_F04		0.11	19_AFS_09				
19_AFS_090400	"P61_1;P62_1;P64_1;P66_1;P68_1;Restio sp5._1"	-34.27225556,18.45338889	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_G04		3.67	19_AFS_09				
19_AFS_090500	"Agathosma sp._1;Plan23_1;Restio sp6._1"	-34.27225556,18.45338889	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_H04		5.07	19_AFS_09				
19_AFS_090600	"P61_1;Plan23_1;Restio sp5._1;Restio sp6._1"	-34.27225556,18.45338889	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_A03		25.5	19_AFS_09				
19_AFS_090700	"Daisy purple_1;Restio sp5._1;Restio sp6._1;Sadge sp8._1"	-34.27225556,18.45338889	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_B03		15.63	19_AFS_09				
19_AFS_090800	"Elegia sp1._1;Plan23_1;Restio sp6._1"	-34.27225556,18.45338889	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_C03		13.45	19_AFS_09				
19_AFS_100100	"P61_1;P69_1;P70_1;P71_1"	-34.27253889,18.45356944	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_D03		42.13	19_AFS_10				
19_AFS_100200	"P61_1;P69_1;P71_1;P72_1"	-34.27253889,18.45356944	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_E03		44.3	19_AFS_10				
19_AFS_100300	"P69_1;P72_1"	-34.27253889,18.45356944	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_F03		16.62	19_AFS_10				
19_AFS_100400	"P61_1;P69_1;P72_1"	-34.27253889,18.45356944	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_G03		36.45	19_AFS_10				
19_AFS_100500	"Elegia sp1._1;Elegia sp2._1;Restio sp6._1;S. glomerata_1"	-34.27253889,18.45356944	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_H03		23.69	19_AFS_10				
19_AFS_100600	"Elegia sp1._1;Elegia sp2._1;Restio sp5._1;Restio sp6._1"	-34.27253889,18.45356944	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_A02		20.2	19_AFS_10				
19_AFS_100700	"Elegia sp1._1;Elegia sp2._1;Restio sp5._1;Restio sp6._1"	-34.27253889,18.45356944	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_B02		20.61	19_AFS_10				
19_AFS_100800	"Elegia sp1._1;Elegia sp2._1;Restio sp5._1;Restio sp6._1"	-34.27253889,18.45356944	Cape Point	South Africa	Fynbos	2019-10-01	EDGGA-1_C02		25.55	19_AFS_10				
20_BDX_030600	"Raphanus raphanistrum_3;Plantago lanceolata_10;Rumex acetosella_10;Carex sp._10;Avena fatua_10;Achillea millefolium_10;Ornithopus compressus_3;Hypochaeris radicata_0,5;Silene gallica_0,5"	44.78999,-0.57627	Villenave d'Ornon	France	Temperate grassland	2020-06-26	EDGGA-1_D02		11.41	20_BDX_03				
20_BDX_030700	"Raphanus raphanistrum_10;Convolvulus arvensis_10;Rumex acetosella_20;Carex sp._20;Avena fatua_10;Anthoxanthum odoratum_37,5;Bromus hordeaceus_10;Silene gallica_3;Lathyrus pratensis_0,5"	44.78999,-0.57627	Villenave d'Ornon	France	Temperate grassland	2020-06-26	EDGGA-1_E02		7.54	20_BDX_03				
20_BDX_030800	"Raphanus raphanistrum_20;Plantago lanceolata_20;Convolvulus arvensis_10;Rumex acetosella_10;Anthoxanthum odoratum_37,5;Bromus hordeaceus_3;Cynodon dactylon_10"	44.78999,-0.57627	Villenave d'Ornon	France	Temperate grassland	2020-06-26	EDGGA-1_F02		3.84	20_BDX_03				
20_BDX_030900	"Raphanus raphanistrum_3;Convolvulus arvensis_3;Rumex acetosella_10;Avena fatua_10;Ornithopus compressus_10;Anthoxanthum odoratum_37,5"	44.78999,-0.57627	Villenave d'Ornon	France	Temperate grassland	2020-06-26	EDGGA-1_G02		6.31	20_BDX_03				
20_BDX_040100	"Daucus carota_10;Sporobolus indicus_37,5;Plantago lanceolata_10;Hypochaeris radicata_3;Convolvulus arvensis_0,5"	44.79162,-0.57561	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-1_H02		19.74	20_BDX_04				
20_BDX_040200	"Plantago media_20;Cynodon dactylon_62,5;Avena fatua_3"	44.79162,-0.57561	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-1_A01		4.23	20_BDX_04				
20_BDX_040300	"Cynodon dactylon_62,5;Artemisia vulgaris_10;Daucus carota_3;Trifolium pratense_3;Holcus lanatus_10"	44.79162,-0.57561	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-1_B01		4.78	20_BDX_04				
20_BDX_040400	"Cynodon dactylon_37,5;Avena fatua_3;Artemisia vulgaris_10;Trifolium pratense_3;Crepis virens_20;Rumex acetosella_3;Lathyrus pratensis_0,5"	44.79162,-0.57561	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-1_C01		4.53	20_BDX_04				
20_BDX_040500	"Rumex acetosella_0,5;Gramineae sp._87,5"	44.79162,-0.57561	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-1_D01		3.33	20_BDX_04				
20_BDX_040600	"Rumex acetosella_10;Gramineae sp._87,5"	44.79162,-0.57561	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-1_E01		2.91	20_BDX_04				
20_BDX_040700	"Convolvulus arvensis_3;Holcus lanatus_10;Rumex acetosella_3;Lathyrus pratensis_0,5;Gramineae sp._37,5;Gramineae sp2._37,5;Raphanus raphanistrum_10;Gramineae sp3._0,5"	44.79162,-0.57561	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-1_F01		9.56	20_BDX_04				
20_BDX_040800	"Daucus carota_62,5;Hypochaeris radicata_3;Cynodon dactylon_20;Gramineae sp._20"	44.79162,-0.57561	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-1_G01		10.13	20_BDX_04				
20_BDX_040900	"Daucus carota_3;Cynodon dactylon_37,5;Holcus lanatus_37,5;Rumex acetosella_3;Gramineae sp._37,5"	44.79162,-0.57561	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-1_H01		6.59	20_BDX_04				
20_BDX_050100	"Cyperus eragrostis_62,5;Lathyrus pratensis_0,5;Cynodon dactylon_0,5;Holcus lanatus_3;Convolvulus arvensis_0,5;Trifolium pratense_0,5;Poa compressa_0,5;Bromus hordeaceus_3;Arrhenatherum elatius_10"	44.79095,-0.57596	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-2_A12		15.83	20_BDX_05				
20_BDX_050200	"Holcus lanatus_10;Convolvulus arvensis_20;Trifolium pratense_3;Hypochaeris radicata_37,5;Trifolium repens_10;Plantago lanceolata_3;Avena fatua_3;Daucus carota_3;Gramineae sp._0,5;Dactylis glomerata_10"	44.79095,-0.57596	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-2_B12		11.9	20_BDX_05				
20_BDX_050300	"Lathyrus pratensis_0,5;Holcus lanatus_87,5;Convolvulus arvensis_3;Plantago lanceolata_3;Avena fatua_3"	44.79095,-0.57596	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-2_C12		4.02	20_BDX_05				
20_BDX_050400	"Holcus lanatus_3;Convolvulus arvensis_20;Trifolium pratense_20;Trifolium repens_3;Gramineae sp._3;Carex sp._3;Gramineae sp2._62,5"	44.79095,-0.57596	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-2_D12		13.58	20_BDX_05				
20_BDX_050500	"Cynodon dactylon_37,5;Convolvulus arvensis_10;Trifolium repens_3;Daucus carota_10;Dactylis glomerata_20;Ranunculus bulbosus_3;Cyperus eragrostis_0,5;Lathyrus pratensis_0,5"	44.79095,-0.57596	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-2_E12		12.4	20_BDX_05				
20_BDX_050600	"Holcus lanatus_37,5;Convolvulus arvensis_20;Trifolium pratense_3;Trifolium repens_20;Plantago lanceolata_10;Daucus carota_10;Gramineae sp._20;Gramineae sp2._3;Gramineae sp3._0,5"	44.79095,-0.57596	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-2_F12		10.18	20_BDX_05				
20_BDX_050700	"Convolvulus arvensis_10;Trifolium pratense_10;Daucus carota_20;Dactylis glomerata_20"	44.79095,-0.57596	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-2_G12		7.22	20_BDX_05				
20_BDX_050800	"Convolvulus arvensis_37,5;Trifolium repens_3;Gramineae sp._37,5"	44.79095,-0.57596	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-2_H12		2.3	20_BDX_05				
20_BDX_050900	"Cynodon dactylon_20;Convolvulus arvensis_0,5;Hypochaeris radicata_10;Trifolium repens_37,5;Daucus carota_10"	44.79095,-0.57596	Villenave d'Ornon	France	Temperate grassland	2020-07-09	EDGGA-2_A11		11.08	20_BDX_05				
20_REU_010100	"Amaranthus viridis_3;Synedrella nodiflora_3;Plantago lanceolata_3;Bidens pilosa_3;Oxalis corniculata_3;Cuscuta campestris_10;Centella asiatica_0,5;Bromus catharticus_3;Parthenium hysterophorus_0,5;Drymaria cordata_3;Malvastrum coromandelianum_3"	-21.31422779,55.48999169	Bassin Plat	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_C11		16.92	20_REU_01	87,5	25	0,5	
20_REU_010200	"Synedrella nodiflora_0,5;Oxalis corniculata_0,5;Centella asiatica_0,5;Bromus catharticus_0,5;Digitaria bicornis_3;Teramnus labialis_3"	-21.31422779,55.48999169	Bassin Plat	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_D11		8.4	20_REU_01	87,5	20	0,5	
20_REU_010300	"Synedrella nodiflora_3;Bidens pilosa_3;Cuscuta campestris_3;Centella asiatica_3;Malvastrum coromandelianum_3;Digitaria bicornis_0,5;Teramnus labialis_0,5;Cynodon dactylon_0,5;Desmodium triflorum_3"	-21.31422779,55.48999169	Bassin Plat	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_E11		7.85	20_REU_01	87,5	15	3	
20_REU_010400	"Bidens pilosa_0,5;Cuscuta campestris_0,5;Centella asiatica_3;Teramnus labialis_3;Cynodon dactylon_0,5"	-21.31422779,55.48999169	Bassin Plat	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_F11		0.7	20_REU_01	30	70	0,5	
20_REU_010500	"Synedrella nodiflora_3;Centella asiatica_3;Cynodon dactylon_3"	-21.31422779,55.48999169	Bassin Plat	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_G11		5.16	20_REU_01	30	15	3	
20_REU_010600	"Cuscuta campestris_0,5;Centella asiatica_3;Bromus catharticus_10;Cynodon dactylon_0,5"	-21.31422779,55.48999169	Bassin Plat	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_H11		3.59	20_REU_01	87,5	20	0,5	
20_REU_010700	"Centella asiatica_37,5;Bromus catharticus_0,5;Teramnus labialis_37,5"	-21.31422779,55.48999169	Bassin Plat	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_A10		16.56	20_REU_01	62,5	37,5	3	
20_REU_010800	"Digitaria bicornis_37,5;Cynodon dactylon_3;Desmodium triflorum_3;Sida acuta_0,5"	-21.31422779,55.48999169	Bassin Plat	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_B10		17.07	20_REU_01	10	87,5	3	
20_REU_010900	"Plantago lanceolata_3;Bromus catharticus_20;Cynodon dactylon_37,5"	-21.31422779,55.48999169	Bassin Plat	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_C10		4.41	20_REU_01	87,5	20	0,5	
20_REU_020100	Cynodon dactylon_87,5	-21.34966918,55.49861540	Terre Rouge	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_D10		5.35	20_REU_02	87,5	10	10	
20_REU_020200	"Cynodon dactylon_87,5;Desmanthus virgatus_3;Sonchus oleraceus_0,5"	-21.34966918,55.49861540	Terre Rouge	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_E10		14.2	20_REU_02	87,5	3	0	
20_REU_020300	Cynodon dactylon_87,5	-21.34966918,55.49861540	Terre Rouge	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_F10		52.48	20_REU_02	87,5	0	10	
20_REU_020400	"Cynodon dactylon_87,5;Coccinia grandis_0,5"	-21.34966918,55.49861540	Terre Rouge	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_G10		25.76	20_REU_02	87,5	3	0	
20_REU_020500	"Cynodon dactylon_62,5;Macroptilium atropurpureum_0,5"	-21.34966918,55.49861540	Terre Rouge	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_H10		5.82	20_REU_02	62,5	37,5	0	
20_REU_020600	Cynodon dactylon_87,5	-21.34966918,55.49861540	Terre Rouge	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_A09		9.86	20_REU_02	87,5	0	0	
20_REU_020700	"Cynodon dactylon_62,5;Megathyrsus maximus_20"	-21.34966918,55.49861540	Terre Rouge	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_B09		16.5	20_REU_02	87,5	20	0	
20_REU_020800	"Cynodon dactylon_37,5;Megathyrsus maximus_87,5"	-21.34966918,55.49861540	Terre Rouge	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_C09		74.36	20_REU_02	100	0	0	
20_REU_020900	"Cynodon dactylon_87,5;Megathyrsus maximus_10"	-21.34966918,55.49861540	Terre Rouge	France	Tropical low-altitude grassland	2020-11-02	EDGGA-2_D09		21.98	20_REU_02	87,5	10	0	
20_REU_030100	"Cenchrus clandestinus_87,5;Sisyrinchium micranthum_3;Cyperus aromaticus_3;Oxalis corniculata_0,5"	-21.29145633,55.57184287	Ligne D'équerre	France	Tropical medium-altitude grassland	2020-11-03	EDGGA-2_E09		25.33	20_REU_03	87,5	0,5	0	
20_REU_030200	"Cenchrus clandestinus_87,5;Digitaria didactyla_20;Veronica arvensis_0,5;Hypochaeris radicata_3;Stenotaphrum dimidiatum_3"	-21.29145633,55.57184287	Ligne D'équerre	France	Tropical medium-altitude grassland	2020-11-03	EDGGA-2_F09		15.49	20_REU_03	87,5	0,5	0	
20_REU_030300	"Cenchrus clandestinus_10;Cyperus aromaticus_3;Digitaria didactyla_37,5;Commelina benghalensis_3;Holcus lanatus_62,5"	-21.29145633,55.57184287	Ligne D'équerre	France	Tropical medium-altitude grassland	2020-11-03	EDGGA-2_G09		19.66	20_REU_03	87,5	20	0	
20_REU_030400	"Cenchrus clandestinus_3;Oxalis corniculata_0,5;Digitaria didactyla_87,5;Veronica arvensis_0,5"	-21.29145633,55.57184287	Ligne D'équerre	France	Tropical medium-altitude grassland	2020-11-03	EDGGA-2_H09		15.88	20_REU_03	87,5	0,5	0	
20_REU_030500	"Cenchrus clandestinus_62,5;Cyperus aromaticus_3;Digitaria didactyla_3"	-21.29145633,55.57184287	Ligne D'équerre	France	Tropical medium-altitude grassland	2020-11-03	EDGGA-2_A08		12.16	20_REU_03	87,5	0,5	0	
20_REU_030600	"Cenchrus clandestinus_62,5;Cyperus aromaticus_10;Digitaria didactyla_37,5"	-21.29145633,55.57184287	Ligne D'équerre	France	Tropical medium-altitude grassland	2020-11-03	EDGGA-2_B08		26.06	20_REU_03	87,5	0	0	
20_REU_030700	"Cenchrus clandestinus_62,5;Cyperus aromaticus_3;Oxalis corniculata_0,5;Digitaria didactyla_3;Veronica arvensis_0,5"	-21.29145633,55.57184287	Ligne D'équerre	France	Tropical medium-altitude grassland	2020-11-03	EDGGA-2_C08		16.19	20_REU_03	87,5	0,5	0	
20_REU_030800	"Cenchrus clandestinus_20;Cyperus aromaticus_10;Oxalis corniculata_3;Digitaria didactyla_3;Holcus lanatus_3;Ageratum conyzoides_3;Erigeron sumatrensis_3;Youngia japonica_10"	-21.29145633,55.57184287	Ligne D'équerre	France	Tropical medium-altitude grassland	2020-11-03	EDGGA-2_D08		3.84	20_REU_03	87,5	20	3	
20_REU_030900	"Cenchrus clandestinus_3;Cyperus aromaticus_0,5;Oxalis corniculata_0,5;Digitaria didactyla_87,5"	-21.29145633,55.57184287	Ligne D'équerre	France	Tropical medium-altitude grassland	2020-11-03	EDGGA-2_E08		17.63	20_REU_03	87,5	0,5	0	
20_REU_040100	"Juncus effusus_20;Hemarthria altissima_0,5"	-21.28806428,55.60033787	ENS Hauts de Montvert	France	Tropical medium-altitude grassland	2020-11-04	EDGGA-2_F08		13.74	20_REU_04	37,5	62,5	0,5	
20_REU_040200	Juncus effusus_62,5	-21.28806428,55.60033787	ENS Hauts de Montvert	France	Tropical medium-altitude grassland	2020-11-04	EDGGA-2_G08		33.96	20_REU_04	87,5	20	0	
20_REU_040300	"Juncus effusus_3;Dactylis glomerata_62,5;Hemarthria altissima_0,5"	-21.28806428,55.60033787	ENS Hauts de Montvert	France	Tropical medium-altitude grassland	2020-11-04	EDGGA-2_H08		15.97	20_REU_04	87,5	20	0	
